review_id,customer_id,product_id,order_id,rating,review_text,review_date
221,6285,259,635,5,Would buy again,2024-06-01
222,7940,419,636,5,Fast shipping,2023-02-26
223,127,265,637,5,Would buy again,2024-03-22
224,7646,27,638,5,Fast shipping,2024-02-28
225,9970,209,639,5,Quality could be better,2026-02-09
226,1272,101,641,5,Not worth the price,2023-08-23
227,4542,244,654,4,Not worth the price,2025-11-01
228,4542,315,654,4,Packaging was good,2025-10-20
229,5886,311,655,5,Quality could be better,2025-02-09
230,7586,81,658,5,Not worth the price,2023-09-25
231,6842,275,659,5,Packaging was good,2023-05-02
232,575,18,660,4,Would buy again,2024-09-24
233,1202,458,679,5,Packaging was good,2025-10-02
234,9907,495,683,4,Great value,2024-07-09
235,7663,98,688,4,As expected,2025-01-02
236,7663,121,688,2,Would buy again,2024-12-17
237,3496,418,689,4,Packaging was good,2024-02-21
238,2831,198,691,4,Quality could be better,2023-02-11
239,4747,5,696,4,Not worth the price,2024-03-31
240,4651,278,697,5,Packaging was good,2024-03-16
241,4102,162,699,4,As expected,2023-05-23
242,8965,177,703,5,Packaging was good,2025-10-30
243,2238,94,704,5,Great value,2023-04-23
244,9244,444,705,2,Would buy again,2024-07-15
245,3923,136,708,5,Quality could be better,2025-03-12
246,6198,20,717,5,Quality could be better,2025-11-26
247,6994,433,718,5,Not worth the price,2025-04-15
248,8742,281,722,1,Quality could be better,2025-12-16
249,2847,411,725,5,Fast shipping,2024-07-12
250,7378,490,726,5,Quality could be better,2025-06-25
251,1903,405,727,3,Fast shipping,2024-11-01
252,3952,258,732,5,Great value,2024-11-28
253,9870,406,735,5,Not worth the price,2024-05-31
254,2068,489,738,5,Fast shipping,2025-04-01
255,1115,253,743,5,Packaging was good,2024-01-18
256,428,13,748,5,Fast shipping,2025-08-05
257,9903,296,756,5,Would buy again,2024-10-24
258,8007,39,759,2,Excellent product,2024-10-18
259,4794,473,760,5,As expected,2024-09-02
260,1099,388,762,4,Great value,2025-04-29
261,2337,1,763,3,Packaging was good,2025-12-10
262,7087,196,765,4,Would buy again,2024-07-27
263,9023,447,767,5,Would buy again,2024-01-01
264,2187,408,770,2,Quality could be better,2024-10-17
265,2187,122,770,4,Would buy again,2024-10-22
266,9880,494,771,3,Packaging was good,2024-06-23
267,5491,208,772,2,Fast shipping,2023-12-21
268,9027,51,777,5,As expected,2025-11-14
269,3162,60,791,5,Packaging was good,2025-08-01
270,3223,23,798,5,Quality could be better,2023-09-01
271,1038,26,802,5,Quality could be better,2025-08-20
272,2589,95,813,4,Would buy again,2023-12-19
273,9905,325,814,5,Fast shipping,2024-02-06
274,1858,195,820,4,Excellent product,2024-12-26
275,1858,488,820,4,As expected,2024-12-23
276,9780,280,832,5,Fast shipping,2023-07-06
277,9780,216,832,5,Quality could be better,2023-07-21
278,1228,389,834,5,Not worth the price,2025-03-23
279,1228,377,834,4,Packaging was good,2025-05-09
280,8602,252,837,3,Great value,2024-06-23
281,8602,170,837,3,Great value,2024-07-20
282,8602,199,837,5,Not worth the price,2024-06-20
283,6555,76,848,5,Fast shipping,2025-09-14
284,4923,107,854,5,Great value,2023-11-17
285,5831,175,856,5,Not worth the price,2023-10-27
286,511,213,863,4,Fast shipping,2024-05-23
287,6145,374,865,5,Fast shipping,2025-06-18
288,6145,91,865,5,Quality could be better,2025-06-14
289,1808,426,868,4,Would buy again,2024-02-05
290,1808,67,868,4,Fast shipping,2024-01-25
291,4741,382,870,5,Excellent product,2024-09-03
292,8732,303,876,3,Would buy again,2025-04-23
293,7965,374,888,5,Quality could be better,2024-12-16
294,6487,332,901,4,Packaging was good,2025-02-05
295,6487,222,901,5,Fast shipping,2025-01-01
296,6487,335,901,4,Not worth the price,2025-01-31
297,4496,315,902,4,Packaging was good,2025-12-08
298,4425,319,904,2,Great value,2023-12-06
299,3128,78,908,5,Would buy again,2024-08-06
300,5605,490,912,5,Great value,2025-07-12
301,8734,412,924,4,Would buy again,2025-02-05
302,8994,333,929,5,Would buy again,2023-06-17
303,9056,155,933,5,Not worth the price,2025-05-03
304,9590,395,936,4,Fast shipping,2024-12-10
305,8850,26,938,4,Fast shipping,2024-11-11
306,2417,92,944,4,Would buy again,2024-06-17
307,9770,222,945,4,Not worth the price,2023-10-22
308,9919,75,949,4,Not worth the price,2024-05-11
309,9919,231,949,5,Quality could be better,2024-05-25
310,4593,96,959,4,Fast shipping,2024-07-11
311,4593,236,959,3,Great value,2024-08-02
312,4593,167,959,5,Would buy again,2024-07-29
313,3725,64,961,3,Great value,2025-05-24
314,2675,136,964,1,Excellent product,2024-01-25
315,1273,255,966,5,Would buy again,2026-01-25
316,2797,97,971,5,Excellent product,2023-06-29
317,7891,257,975,3,Excellent product,2026-01-11
318,989,423,979,3,Quality could be better,2024-09-11
319,4005,162,981,5,Fast shipping,2024-08-10
320,8538,5,985,4,Packaging was good,2025-12-06
321,8538,471,985,4,As expected,2025-11-20
322,5045,36,986,5,Fast shipping,2025-07-03
323,7572,440,990,4,Fast shipping,2024-12-13
324,497,17,995,3,Would buy again,2023-12-21
325,3421,39,997,5,Fast shipping,2024-10-05
326,8140,52,999,5,As expected,2024-12-09
327,6603,211,1011,5,As expected,2024-08-03
328,6603,490,1011,4,Great value,2024-07-14
329,8566,226,1019,2,Great value,2023-04-17
330,8396,455,1052,4,Great value,2023-03-26
331,2192,152,1061,4,Great value,2025-12-05
332,61,348,1066,4,Packaging was good,2023-07-28
333,1064,175,1070,5,Fast shipping,2024-02-14
334,578,30,1078,5,Fast shipping,2025-05-12
335,6055,155,1081,4,As expected,2023-05-23
336,6055,221,1081,4,As expected,2023-04-29
337,4541,265,1089,3,As expected,2024-10-04
338,4466,75,1090,5,Fast shipping,2025-01-31
339,4466,253,1090,5,Fast shipping,2025-01-02
340,308,500,1092,5,Packaging was good,2024-10-10
341,4462,191,1100,5,Great value,2023-07-23
342,1212,220,1103,4,As expected,2024-08-01
343,8275,19,1109,4,Would buy again,2024-07-31
344,1436,460,1112,3,Excellent product,2024-12-09
345,7756,172,1114,5,Great value,2024-09-07
346,7756,450,1114,4,Excellent product,2024-09-25
347,7133,318,1118,4,Packaging was good,2024-07-05
348,4431,479,1123,5,Quality could be better,2024-10-20
349,6511,433,1127,4,Not worth the price,2024-01-06
350,5709,486,1142,4,Great value,2024-03-19
351,7315,393,1143,4,Not worth the price,2025-09-01
352,5702,207,1146,4,Great value,2024-01-03
353,3437,295,1150,4,Great value,2025-02-11
354,4929,469,1153,4,Excellent product,2024-09-11
355,6269,368,1154,3,Fast shipping,2026-02-11
356,5557,153,1178,5,Excellent product,2023-06-28
357,7310,272,1180,3,Not worth the price,2023-03-15
358,1635,379,1181,5,Fast shipping,2025-12-29
359,2820,151,1184,5,As expected,2025-08-25
360,2820,399,1184,5,Not worth the price,2025-08-10
361,2820,385,1184,4,As expected,2025-09-11
362,4151,5,1185,4,Quality could be better,2023-12-08
363,6576,359,1187,3,Would buy again,2024-06-02
364,6576,266,1187,5,Not worth the price,2024-05-30
365,9630,120,1190,4,Packaging was good,2023-04-07
366,6059,387,1191,2,Packaging was good,2023-12-16
367,1756,264,1192,5,Not worth the price,2023-11-11
368,1756,480,1192,5,As expected,2023-10-23
369,5511,368,1193,5,Fast shipping,2024-04-22
370,3675,496,1194,2,As expected,2024-04-16
371,1287,469,1196,5,Quality could be better,2024-06-01
372,1287,346,1196,4,Not worth the price,2024-04-25
373,4911,467,1204,4,Great value,2025-05-06
374,7143,312,1205,5,Great value,2024-09-05
375,7805,99,1207,4,Would buy again,2023-09-18
376,9012,364,1209,5,As expected,2024-12-05
377,3628,52,1214,4,Not worth the price,2023-11-11
378,73,486,1217,4,Fast shipping,2025-09-17
379,1941,474,1223,5,Quality could be better,2023-09-30
380,7248,432,1229,3,As expected,2024-04-20
381,345,444,1230,4,Not worth the price,2023-12-17
382,8277,145,1242,4,Fast shipping,2025-04-03
383,9318,104,1244,4,As expected,2025-05-31
384,2628,498,1246,4,Excellent product,2025-10-22
385,8592,138,1249,4,Packaging was good,2023-07-15
386,5839,279,1253,3,Not worth the price,2023-07-24
387,518,438,1259,4,Quality could be better,2024-11-19
388,1889,312,1265,5,Packaging was good,2023-04-09
389,7291,242,1268,4,Not worth the price,2025-02-22
390,5403,162,1272,4,Packaging was good,2025-03-24
391,2637,201,1275,4,Not worth the price,2026-01-18
392,1101,288,1277,5,As expected,2024-04-05
393,3209,256,1280,4,Not worth the price,2024-06-24
394,3209,2,1280,3,As expected,2024-06-28
395,3209,73,1280,5,Fast shipping,2024-06-13
396,7628,100,1285,5,Excellent product,2025-11-24
397,7628,395,1285,5,Fast shipping,2026-01-13
398,467,90,1291,2,As expected,2024-11-22
399,9526,193,1293,4,Would buy again,2025-12-29
400,3385,436,1296,4,Quality could be better,2025-05-24
401,690,404,1297,3,Great value,2023-10-12
402,5188,3,1298,5,Would buy again,2025-11-27
403,5188,92,1298,5,Excellent product,2025-12-09
404,5188,81,1298,4,Great value,2026-01-03
405,6698,165,1303,2,Not worth the price,2023-03-16
406,9240,159,1313,3,Great value,2025-02-10
407,5579,157,1319,4,Excellent product,2023-08-13
408,997,442,1320,5,Not worth the price,2024-07-25
409,1497,494,1327,5,Fast shipping,2023-03-02
410,7944,201,1334,5,Fast shipping,2023-03-24
411,1211,497,1340,5,Would buy again,2024-04-16
412,8015,41,1341,5,Excellent product,2024-06-06
413,8015,37,1341,5,As expected,2024-05-08
414,6874,12,1342,2,As expected,2023-04-16
415,6874,250,1342,1,Great value,2023-04-13
416,5133,94,1343,5,Great value,2023-03-03
417,3171,468,1345,5,Not worth the price,2024-10-20
418,2579,231,1347,5,As expected,2023-07-30
419,2394,3,1349,5,Packaging was good,2025-03-09
420,4780,464,1351,5,Great value,2024-10-08
421,16,65,1356,4,Quality could be better,2025-07-30
422,2054,309,1358,5,Not worth the price,2024-02-19
423,6579,473,1359,4,Quality could be better,2025-01-28
424,5743,21,1364,4,Great value,2025-10-21
425,5743,412,1364,4,Quality could be better,2025-09-19
426,9413,259,1365,4,Packaging was good,2023-03-20
427,3093,344,1366,4,Great value,2025-08-22
428,3682,310,1370,3,Excellent product,2024-08-23
429,7730,441,1371,5,Would buy again,2023-05-11
430,8994,119,1373,5,Fast shipping,2024-10-23
431,7128,336,1379,5,Not worth the price,2025-11-09
432,8341,183,1381,5,Great value,2025-01-14
433,9681,492,1396,4,Quality could be better,2025-07-23
434,393,172,1400,5,Excellent product,2023-11-21
435,393,150,1400,4,Quality could be better,2023-10-27
436,3529,7,1405,3,Quality could be better,2025-05-05
437,3529,386,1405,5,Excellent product,2025-04-27
438,2234,110,1406,4,Excellent product,2025-08-18
439,2234,334,1406,4,Fast shipping,2025-09-05
440,8846,360,1408,3,Quality could be better,2025-01-28
441,1985,184,1409,5,As expected,2025-07-16
442,7043,16,1414,4,Would buy again,2024-11-08
443,7043,375,1414,5,Excellent product,2024-11-14
444,5013,356,1417,5,Would buy again,2024-12-28
445,5013,147,1417,5,Excellent product,2024-12-04
446,5013,490,1417,4,Not worth the price,2024-11-22
447,7659,280,1418,4,Packaging was good,2023-10-26
448,8702,282,1425,4,Great value,2025-01-01
449,9228,337,1427,4,Not worth the price,2026-01-30
450,6875,60,1428,4,Great value,2025-10-19
451,4737,37,1433,5,Great value,2024-08-08
452,9162,260,1439,3,Would buy again,2023-06-15
453,9009,126,1444,5,Packaging was good,2024-05-16
454,6177,103,1452,5,Excellent product,2025-03-08
455,8673,488,1453,5,Excellent product,2023-12-24
456,8673,472,1453,5,Excellent product,2023-12-12
457,8984,471,1454,5,As expected,2025-12-22
458,4131,70,1456,5,Packaging was good,2024-10-18
459,4002,337,1465,5,Great value,2024-11-21
460,7250,257,1467,2,Would buy again,2024-04-21
461,928,145,1471,2,Excellent product,2023-08-19
462,8672,277,1472,4,Excellent product,2023-04-13
463,7734,405,1475,3,Great value,2024-12-19
464,852,397,1480,5,Excellent product,2023-05-31
465,3708,178,1481,5,Packaging was good,2024-10-13
466,7733,370,1485,4,As expected,2024-03-31
467,9319,314,1489,4,Not worth the price,2024-04-25
468,6854,40,1491,4,Not worth the price,2023-08-19
469,8854,419,1507,4,Fast shipping,2025-07-07
470,8854,234,1507,3,Fast shipping,2025-06-21
471,8893,114,1509,4,Not worth the price,2024-01-28
472,2766,423,1514,5,Packaging was good,2024-08-23
473,2766,367,1514,3,Would buy again,2024-09-11
474,3890,85,1520,5,Excellent product,2023-07-09
475,5853,144,1530,5,Not worth the price,2024-09-28
476,4616,75,1532,5,Fast shipping,2024-02-05
477,4682,414,1537,5,Packaging was good,2025-05-11
478,2012,416,1539,4,Packaging was good,2024-12-21
479,275,434,1540,4,Would buy again,2024-09-21
480,2902,448,1547,4,Would buy again,2025-03-22
481,2902,15,1547,4,Would buy again,2025-03-21
482,2096,89,1554,5,Excellent product,2024-10-22
483,7083,400,1555,5,Excellent product,2023-06-11
484,2917,425,1557,5,Great value,2023-02-08
485,6402,320,1560,5,Quality could be better,2025-08-31
486,9297,166,1562,5,As expected,2025-05-04
487,3991,268,1566,4,Great value,2024-10-18
488,8537,46,1571,5,Fast shipping,2024-11-06
489,5385,492,1580,3,Quality could be better,2025-02-10
490,8848,209,1587,5,Excellent product,2025-03-28
491,1196,62,1594,5,Would buy again,2024-03-14
492,3483,72,1601,5,Great value,2023-11-18
493,3164,403,1603,1,Fast shipping,2024-09-21
494,9099,315,1605,5,Fast shipping,2024-08-11
495,9391,234,1606,4,As expected,2024-06-21
496,8938,178,1610,5,Fast shipping,2024-10-01
497,4421,259,1611,1,Not worth the price,2025-05-11
498,9197,160,1613,5,As expected,2024-06-16
499,4457,391,1617,3,Great value,2023-06-09
500,4316,159,1621,4,Packaging was good,2024-10-04
501,8039,218,1639,3,Fast shipping,2023-03-27
502,5735,235,1642,5,Quality could be better,2025-05-28
503,1511,74,1645,5,Quality could be better,2023-12-28
504,1842,441,1656,5,Would buy again,2025-01-02
505,8318,4,1660,5,Quality could be better,2024-02-29
506,2447,449,1674,4,Quality could be better,2025-12-26
507,2447,300,1674,2,Great value,2026-01-14
508,2005,491,1683,5,Great value,2024-10-25
509,2005,326,1683,4,Great value,2024-10-17
510,2352,123,1685,3,Would buy again,2025-01-05
511,6727,284,1689,5,Excellent product,2025-02-21
512,9620,465,1692,5,Fast shipping,2024-07-15
513,6692,242,1694,5,Fast shipping,2025-11-10
514,497,148,1696,5,Would buy again,2025-11-19
515,1378,287,1697,5,As expected,2025-02-17
516,9653,436,1701,3,Fast shipping,2023-09-21
517,5605,259,1704,4,Excellent product,2023-08-26
518,7793,406,1705,5,As expected,2025-02-07
519,9221,131,1708,4,Quality could be better,2025-12-01
520,4938,381,1710,5,Great value,2023-09-06
521,4938,119,1710,4,Would buy again,2023-09-17
522,4565,96,1711,5,As expected,2025-11-24
523,4565,264,1711,5,Fast shipping,2025-11-14
524,9445,383,1714,4,Excellent product,2024-04-14
525,9445,69,1714,3,Quality could be better,2024-04-04
526,4827,243,1727,2,Great value,2023-02-25
527,139,259,1729,5,Would buy again,2024-12-24
528,8745,475,1734,3,Would buy again,2024-12-30
529,8745,354,1734,5,Great value,2025-01-29
530,2441,257,1749,3,Fast shipping,2023-02-20
531,6499,134,1751,5,As expected,2023-07-30
532,2964,471,1761,3,Not worth the price,2023-04-01
533,2157,86,1766,3,Great value,2025-07-14
534,6433,444,1768,4,Quality could be better,2023-04-29
535,1468,376,1769,4,Packaging was good,2023-09-30
536,1468,127,1769,4,Packaging was good,2023-10-29
537,6175,297,1774,5,Fast shipping,2025-10-29
538,3559,211,1779,4,Not worth the price,2024-11-13
539,9525,291,1780,5,Not worth the price,2023-08-19
540,1484,25,1781,5,Fast shipping,2023-02-28
541,9214,418,1782,5,Packaging was good,2025-06-30
542,2063,199,1786,4,Packaging was good,2024-03-26
543,4728,53,1791,4,Packaging was good,2023-12-18
544,8768,170,1792,5,As expected,2023-12-01
545,8768,59,1792,4,Quality could be better,2023-11-20
546,8682,290,1796,5,Would buy again,2025-06-27
547,5982,50,1804,5,Fast shipping,2024-09-03
548,7631,22,1809,4,Great value,2023-12-29
549,2140,234,1810,4,Would buy again,2025-04-24
550,2140,500,1810,5,Fast shipping,2025-03-21
551,4782,182,1811,5,As expected,2024-12-01
552,4782,299,1811,4,As expected,2024-10-18
553,5874,143,1817,5,As expected,2023-11-13
554,809,79,1818,5,Would buy again,2024-11-19
555,809,387,1818,4,As expected,2024-11-18
556,3874,113,1824,5,Not worth the price,2023-03-20
557,8054,235,1827,2,Great value,2025-11-13
558,4151,88,1829,5,Not worth the price,2024-03-06
559,5465,494,1838,5,Would buy again,2024-09-04
560,7416,483,1840,4,Excellent product,2023-06-05
561,2614,336,1848,4,Fast shipping,2024-10-03
562,9343,244,1849,2,Not worth the price,2025-05-17
563,6825,162,1853,4,Great value,2025-09-27
564,3496,264,1854,4,Fast shipping,2023-09-06
565,3458,257,1856,5,Quality could be better,2024-03-06
566,6796,394,1857,4,Fast shipping,2024-08-10
567,4390,445,1859,5,Not worth the price,2025-04-15
568,449,373,1868,1,Excellent product,2023-07-13
569,449,19,1868,5,Packaging was good,2023-07-07
570,8299,19,1870,1,Great value,2023-09-12
571,4552,398,1872,5,Fast shipping,2023-09-04
572,7583,427,1878,5,Not worth the price,2025-06-09
573,7030,370,1882,5,Great value,2025-07-04
